"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","HTTP","",""
"pre_128cipher","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","No 128 cipher limit bug","",""
"SSLv2","monprojet.anah.gouv.fr/31.193.53.253","443","OK","not offered","",""
"SSLv3","monprojet.anah.gouv.fr/31.193.53.253","443","OK","not offered","",""
"TLS1","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","not offered","",""
"TLS1_1","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","not offered","",""
"TLS1_2","monprojet.anah.gouv.fr/31.193.53.253","443","OK","offered","",""
"TLS1_3","monprojet.anah.gouv.fr/31.193.53.253","443","OK","offered with final","",""
"NPN","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","not offered","",""
"ALPN_HTTP2","monprojet.anah.gouv.fr/31.193.53.253","443","OK","h2","",""
"ALPN","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","http/1.1","",""
"cipherlist_NULL","monprojet.anah.gouv.fr/31.193.53.253","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","monprojet.anah.gouv.fr/31.193.53.253","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","monprojet.anah.gouv.fr/31.193.53.253","443","OK","not offered","","CWE-327"
"cipherlist_LOW","monprojet.anah.gouv.fr/31.193.53.253","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","monprojet.anah.gouv.fr/31.193.53.253","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","monprojet.anah.gouv.fr/31.193.53.253","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","monprojet.anah.gouv.fr/31.193.53.253","443","OK","offered","",""
"cipherlist_STRONG_FS","monprojet.anah.gouv.fr/31.193.53.253","443","OK","offered","",""
"cipher_order-tls1_2","monprojet.anah.gouv.fr/31.193.53.253","443","LOW","NOT a cipher order configured","",""
"cipher-tls1_2_xc030","monprojet.anah.gouv.fr/31.193.53.253","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 521   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
