"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","HTTP","",""
"pre_128cipher","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","No 128 cipher limit bug","",""
"SSLv2","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","not offered","",""
"SSLv3","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","not offered","",""
"TLS1","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","not offered","",""
"TLS1_1","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","not offered","",""
"TLS1_2","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","offered","",""
"TLS1_3","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","offered with final","",""
"NPN","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","not offered","",""
"ALPN","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","http/1.1","",""
"cipherlist_NULL","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","not offered","","CWE-327"
"cipherlist_LOW","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","INFO","not offered","",""
"cipherlist_STRONG_FS","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","offered","",""
"cipher_order-tls1_2","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","server","",""
"cipher-tls1_2_xc02f","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 253   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc030","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 253   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xcca8","mesdemarches.agriculture.gouv.fr/185.24.186.133","443","OK","TLSv1.2   xcca8   ECDHE-RSA-CHACHA20-POLY1305       ECDH 253   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256","",""
