"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","HTTP","",""
"pre_128cipher","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","No 128 cipher limit bug","",""
"SSLv2","ansc.interieur.gouv.fr/77.158.220.52","443","OK","not offered","",""
"SSLv3","ansc.interieur.gouv.fr/77.158.220.52","443","OK","not offered","",""
"TLS1","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","not offered","",""
"TLS1_1","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","not offered","",""
"TLS1_2","ansc.interieur.gouv.fr/77.158.220.52","443","OK","offered","",""
"TLS1_3","ansc.interieur.gouv.fr/77.158.220.52","443","OK","offered with final","",""
"NPN","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","not offered","",""
"ALPN_HTTP2","ansc.interieur.gouv.fr/77.158.220.52","443","OK","h2","",""
"ALPN","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","http/1.1","",""
"cipherlist_NULL","ansc.interieur.gouv.fr/77.158.220.52","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","ansc.interieur.gouv.fr/77.158.220.52","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","ansc.interieur.gouv.fr/77.158.220.52","443","OK","not offered","","CWE-327"
"cipherlist_LOW","ansc.interieur.gouv.fr/77.158.220.52","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","not offered","",""
"cipherlist_STRONG_FS","ansc.interieur.gouv.fr/77.158.220.52","443","OK","offered","",""
"cipher_order-tls1_2","ansc.interieur.gouv.fr/77.158.220.52","443","OK","server","",""
"cipher-tls1_2_xc030","ansc.interieur.gouv.fr/77.158.220.52","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 256   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc02f","ansc.interieur.gouv.fr/77.158.220.52","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 256   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipherorder_TLSv1_2","ansc.interieur.gouv.fr/77.158.220.52","443","INFO","ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order-tls1_3","ansc.interieur.gouv.fr/77.158.220.52","443","OK","server","",""
